nomvar,ip1,ip3,usage,origin,pack,date,short_fr_desc,short_en_desc,long_fr_desc,long_en_desc,type,units,precision,min,max,magnitude,value,meaning_fr,meaning_en
WSV,,,current,SVS,,2019-03-01,Eau liquide dans la neige sous la végétation haute,Quantity of liquid water in the snowpack under high vegetation,"Eau liquide dans la neige sous la végétation haute. Par végétation haute on veut dire un type de végétation qui ne peut etre recouvert à 100% par de la neige (e.g. arbres). Pour la neige sur la végétation basse et le sol nu (en forêt), voir WSN. Pour l'equivalent en eau de la neige (SWE), voir SVM.","Quantity of liquid water in the snowpack under high vegetation. High vegetation refers to vegetation that cannot be totally covered by snow (e.g. trees). For snow over bare ground and low vegetation, see WSM. For Snow Water Equivalent (SWE), see SVM.",real,kg/m²,,,,,,,
WSOL,,,current,SVS,,2019-03-01,Contenu volumique d'eau liquide dans le sol,Volumetric water content of liquid water in soil,"Le contenu volumique de l'eau liquide dans le sol correspond au volume d'eau liquide par volume de sol. (Voir ISOL pour son équivalent pour la glace dans le sol.) Le contenu en eau liquide (par mètre carré) d'une couche de sol caractérisée par une valeur unique WSOL peut être calculé comme le produit de WSOL par l'épaisseur de la couche. L'unité de cette quantité dérivée correspond alors à celle de l'épaisseur de couche (par exemple, m).",The volumetric water content of liquid water in soil is the volume of liquid water per volume of soil. (See ISOL for its counterpart for ice in soil.) The liquid water content (per square metre) of a soil layer characterized by a single WSOL value can be calculated as the product of WSOL and the layer's thickness. The unit of this derived quantity will then match that of the layer thickness (e.g. m).,real,m³/m³,,,,,,,
WVEG,,,current,SVS,,2019-03-01,Eau retenue par la végétation,Water retained on the vegetation,"Eau retenue par la végétation. À noter que cette quantité est valide sur la surface correspondant à la végétation basse non recouverte par la neige, plus la végétation haute.","Water retained on the vegetation. Please note that this quantity is valide over an area corresponding to snow-free low vegetation, plus high vegetation.",real,kg/m²,,,,,,,
ALAT,,,current,SVS,,2019-03-01,Accumulation de l'écoulement total latéral (horizontal) de la colonne de sol considérée pour le routage du débit,Accumulation of total lateral (horizontal) sub-surface flow from the soil column considered for streamflow routing,,,real,kg/m²,,,,,,,
O1,,,current,SVS,,2019-03-01,Accumulation du drainage (écoulement vertical à la base de la couche de sol la plus profonde considérée pour le routage),Accumulation of base drainage (vertical flow leaving the deepest soil layer considered for streamflow routing),,,real,kg/m²,,,,,,,
"OrderedDict([('@ip1', '1194'), ('#text', 'TRAF')])",,,current,,,,Accumulation du ruissellement de surface (Urbain),Accumulation of surface runoff (Urban),,,real,kg/m²,,,,,,,
"OrderedDict([('@ip1', '1195'), ('#text', 'TRAF')])",,,current,,,,Accumulation du ruissellement de surface (Aggrégé),Accumulation of surface runoff (Aggregated),,,real,kg/m²,,,,,,,
"OrderedDict([('@ip1', '1196'), ('#text', 'TRAF')])",,,current,,,,Accumulation du ruissellement de surface (Glace marine),Accumulation of surface runoff (Sea ice),,,real,kg/m²,,,,,,,
"OrderedDict([('@ip1', '1197'), ('#text', 'TRAF')])",,,current,,,,Accumulation du ruissellement de surface (Eau),Accumulation of surface runoff (Water),,,real,kg/m²,,,,,,,
"OrderedDict([('@ip1', '1198'), ('#text', 'TRAF')])",,,current,,,,Accumulation du ruissellement de surface (Glacier),Accumulation of surface runoff (Glacier),,,real,kg/m²,,,,,,,
"OrderedDict([('@ip1', '1199'), ('#text', 'TRAF')])",,,current,,,,Accumulation du ruissellement de surface (Surface Terrestre),Accumulation of surface runoff (Land surface),,,real,kg/m²,,,,,,,
AHFL,,,current,,,,Accumulation de l'évaporation de surface aggrégée,Accumulation of aggregated surface evaporation,Accumulation de l'évaporation de surface aggrégée. À noter que cette quantité est valide sur tout le point de grille.,Accumulation of aggregated surface evaporation. Please note that this quantity is valid over the whole grid cell.,real,kg/m²,,,,,,,
ACWF,,,current,SVS,,2019-03-01,Accumulation de l'évaporation de la surface terrestre,Accumulation of land surface evaporation,Accumulation de l'évaporation de la surface terrestre. À noter que cette quantité est valide sur la partie terrestre du point de grille.,Accumulation of land surface evaporation. Please note that this quantity is valid over the land area of the grid cell.,real,kg/m²,,,,,,,
FO,,,current,,,,Gel (rosée en phase solide) (QPF),Frost (QPF),,,real,nil,,,,,,,
FP,,,obsolete,,,,Probabilité de précipitation prévue,Probability of precipitation forecast,,,code,,,,,,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",,"['---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---']"
FQ,,,current,,,,Flux de quantité de mouvement à la surface,Momentum flux at surface,,,real,Pa,,,,,,,
FR,,,current,,,,Quantité de précipitations verglaçantes en termes d'équivalent en eau,Freezing precipitation (amount in liquid water equivalent),,,real,m,,,,,,,
FRMM,,,current,EPS,,2015-02-18,Pluie verglaçante (QPF),Freezing rain (QPF),,,real,mm,,,,,,,
FR1,,,current,,,,Bruine verglacante accumulée (Milbrandt and Yau),Accumulated freezing drizzle (Milbrandt and Yau),,,real,m,,,,,,,
FR2,,,current,,,,Pluie verglacante accumulée (Milbrandt and Yau),Accumulated freezing rain (Milbrandt and Yau),,,real,m,,,,,,,
FRH,,,current,SPOOKI,,2013-05-24,Hauteur du niveau de congélation,Freezing level height,"Hauteur du niveau de congélation au-dessus de la mer (pour tous les niveaux de congélations, voir ip3 pour le numÃ©ro du niveau de congélation)","Height of the freezing level above sea level (for all the freezing levels), see ip3 for the freezing level number.",real,dam,,0.0,1000.0,,,,
FRO,,,current,,,,Nombre de Froude,Froude number,,,real,nil,,,,,,,
FRP,,,current,SPOOKI,,2013-05-24,Pression du niveau de congélation,Pressure of the freezing level,"['Pression au niveau de congélation (pour tous les niveaux de congélations, voir ip3 pour le numéro du niveau de congélation)', 'Pressure at the freezing level (for all the freezing levels), see ip3 for the freezing level number']",,real,hPa,,0.0,1000.0,,,,
FS,,,current,,,,Flux solaire absorbé à la surface,Solar flux absorbed at surface,,,real,W/m²,,,,,,,
FSD,,,current,cccmarad,,,Flux solaire direct vers le bas a la surface,Direct solar downward flux at the surface,,,real,W/m²,,,,,,,
FSF,,,current,cccmarad,,,Flux solaire diffus vers le bas a la surface,Diffuse solar downward flux at the surface,,,real,W/m²,,,,,,,
FSI,,,current,cccmarad,,,Flux solaire proche IR vers le bas a la surface,Near infrared solar downward flux at the surface,,,real,W/m²,,,,,,,
FSV,,,current,cccmarad,,,Flux visible vers le bas a la surface,Visible downward flux at the surface,,,real,W/m²,,,,,,,
FU,,,current,,,,Niveau de congélation le plus élevé,Highest freezing level,,,real,100*ft,,,,100.0,,,
FV,1199,,current,,,,Flux de chaleur latente de la surface vers l'atmosphere (Sol),Upward surface latent heat flux (Soil),,,real,W/m²,,,,,,,
FV,1198,,current,,,,Flux de chaleur latente de la surface vers l'atmosphere (Glacier),Upward surface latent heat flux (Glacier),,,real,W/m²,,,,,,,
FV,1197,,current,,,,Flux de chaleur latente de la surface vers l'atmosphere (Eau),Upward surface latent heat flux (Water),,,real,W/m²,,,,,,,
FV,1196,,current,,,,Flux de chaleur latente de la surface vers l'atmosphere (Glace Marine),Upward surface latent heat flux (Sea Ice),,,real,W/m²,,,,,,,
FV,1195,,current,,,,Flux de chaleur latente de la surface vers l'atmosphere (Aggrégée),Upward surface latent heat flux (Aggregated),,,real,W/m²,,,,,,,
FV,1194,,current,,,,Flux de chaleur latente de la surface vers l'atmosphere (Urbain),Upward surface latent heat flux (Urban),,,real,W/m²,,,,,,,
FW,,,current,,,,Givrage blanc + clair,Rime + clear icing,,,logical,,,,,,"['0', '1']",,"['No', 'Yes']"
G3,,,current,,,,Température radiative,Radiative temperature,,,real,K,,,,,,,
G6,,,current,,,,Taux précipitation liquide,Precipitation rate liquid,,,real,m/s,,,,,,,
G7,,,current,,,,Taux précipitation Solide,Precipitation rate solid,,,real,m/s,,,,,,,
GA,,,current,,,,Fraction de glacier,Glacier fraction,La fraction de terre couverte par des glaciers.,Fraction of land covered by glaciers.,real,fraction,,0.0,1.0,,,,
GE,,,obsolete,,,2014-04-28,Epaisseur volumique de glace (vol/surface),Volumic ice thickness (vol/area),,,real,cm,,0.0,1.0,,,,
GE,,,current,NEMO-CICE,,2014-04-28,Volume de glace de mer par unité de surface de cellule de la grille,Volume of sea ice per unit grid cell area,"Si GE est utilisé pour obtenir l'épaisseur de la glace de mer (=GE/GL), faire attention aux régions à faible concentration de glace de mer, où les faibles valeurs de GL pourrait emener à des valeurs non-réalistes d'épaisseur de glace. Si disponible, utilisez plutôt la variable I8 (épaisseur de la glace de mer) directement pour éviter ce problème.","When using GE to derive sea ice thickness (=GE/GL), be aware that - in regions of low sea ice concentration - unrealistic values of sea-ice thickness can be obtained because of the small GL value.  If available, use the I8 (sea ice thickness) variable directly instead to avoid this problem.",real,m,,,,,,,
GG,,,current,,,,Parameère résistance stomatique,Stomatal resistance parameter,,,real,s m⁻¹,,,,,,,
GI,,,current,,,,Givrage blanc,Rime icing,peut etre 0 ou ratio WW/WW_SEUIL,,real,kg/kg,,,,,,,
GL,,,current,,,,Fraction de glace marine,Sea ice fraction,,,real,fraction,,0.0,1.0,,,,
GR,,,current,,,,Type de précipitation - grésil,Precipitation type - ice pellets,,,logical,,,,,,"['0', '1']",,"['No', 'Yes']"
GS,,,current,,,,Masque sol/eau/neige/glace,Mask for soil/water/snow/ice,,,code,,,,,,"['-1', '0', '1', '2']",,"['sol', 'eau', 'neige', 'glace']"
GU,,,current,,,,Tendance selon UU de la résistance due à l'onde de gravité,Gravity wave drag tendency of UU,,,real,m/s/day,,,,,,,
GV,,,current,,,,Tendance selon VV de la résistance due à l'onde de gravité,Gravity wave drag tendency of VV,,,real,m/s/day,,,,,,,
GY,,,current,GEM,,2014-06-26,Fraction de glace marine (en Entrée),Sea ice fraction (Entry value),,"Unlike GL, GY does not evolve in time during model integration. It is equal to the value read at entry in GEM.",real,fraction,,0.0,1.0,,,,
GZ,,,current,,,,Hauteur géopotentielle,Geopotential height,,,real,dam,,,,,,,
H,,,current,,,,Hauteur de la couche limite,Height of boundary layer,Au-dessus du sol,Above ground level,real,m,,,,,,,
H_CB,,,current,,,,Hauteur de base des nuages (diagnostique),Height of cloud base (diagnostic),,,real,m,,,,,,,
H_M2,,,current,,,,Hauteur du plus haut point de fusion (diagnostique),Height of highest melting level (diagnostic),,,real,m,,,,,,,
H_ML,,,current,,,,Hauteur du plus bas point de fusion (diagnostique),Height of lowest melting level (diagnostic),,,real,m,,,,,,,
H_SN,,,current,,,,Hauteur de la neige au niveau (diagnostique),Height of snow level (diagnostic),,,real,m,,,,,,,
H2,,,current,,,,Variance de la hauteur du terrain,Terrain height variance,,,real,m,,,,,,,
H2S,,,current,,,,Sulfure d'hydrogene gazeux,Hydrogen sulfide gas,,,real,ppb,,,,,,,
HA,,,current,,,,Grêle (QPF),Hail (QPF),,,real,nil,,,,,,,
HB,,,current,,,,Profondeur d'eau,Water depth,,,real,m,,,,,,,
HC,,,current,,,,Capacité thermique du sol,Thermal capacity of ground,,,real,J/m³/K,,,,,,,
HD,,,current,,,,Matrice numérique de précipitation horaire radar,Radar hourly digital precipitation array,,,real,m,,,,,,,
HE,,,current,,,,Humidité du sol (ECMWF),Soil moisture (ECMWF),,,real,nil,,0.0,1.0,,,,
HF,1199,,current,,,,Flux de vapeur a la surface (t-dt) (Sol),Surface Vapour Flux (t-dt) (Soil),,,real,kg m⁻² s⁻¹,,,,,,,
HF,1198,,current,,,,Flux de vapeur a la surface (t-dt) (Glacier),Surface Vapour Flux (t-dt) (Glacier),,,real,kg m⁻² s⁻¹,,,,,,,
HF,1197,,current,,,,Flux de vapeur a la surface (t-dt) (Eau),Surface Vapour Flux (t-dt) (Water),,,real,kg m⁻² s⁻¹,,,,,,,
HF,1196,,current,,,,Flux de vapeur a la surface (t-dt) (Glace Marine),Surface Vapour Flux (t-dt) (Sea Ice),,,real,kg m⁻² s⁻¹,,,,,,,
HF,1195,,current,,,,Flux de vapeur a la surface (t-dt) (Aggrégée),Surface Vapour Flux (t-dt) (Aggregated),,,real,kg m⁻² s⁻¹,,,,,,,
HF,1194,,current,,,,Flux de vapeur a la surface (t-dt) (Urbain),Surface Vapour Flux (t-dt) (Urban),,,real,kg m⁻² s⁻¹,,,,,,,
HG,,,current,,,,Niveau de surface,Water level,,,real,m,,,,,,,
HH,,,current,,,,"Heure(série temporelle, axe du temps)","Hour (time series, time axis)",,,real,hr,,,,,,,
HI,,,current,,,,Ion hydrogène en solution (H+),Hydrogen ion in solution (H+),,,real,ppb,,,,,,,
HL,,,current,,,,Hélicité relative,Relative helicity,,,real,m²/s²,,,,,,,
HMX,,,current,,,,Facteur humidex,Humidex,,,real,nil,,,,,,,
HMXX,,,current,,,,Facteur humidex maximal sur une période,Maximum humidex over a period,,,real,nil,,,,,,,
HO,,,current,,,,Radical hydroxyle libre(HO),Hydroxyl free radical (HO),,,real,ppb,,,,,,,
HP,,,current,,,,Peroxide d'hydrogène gazeux (H2O2),Hydrogen peroxide gas (H2O2),,,real,ppb,,,,,,,
HR,,,current,,,,Humidité relative,Relative humidity,,,real,fraction,,0.0,1.0,,,,
HS,,,current,,,,Humidité du sol,Soil moisture,,,real,fraction,,0.0,1.0,,,,
HT,,,current,,,,Pression au sommet du nuage,Pressure at top of cloud,,,real,KPa,,,,,,,
HU,,,current,,,,Humidité spécifique,Specific humidity,,,real,kg/kg,,,,,,,
HV,,,current,,,,Flux d'ondes courtes vers le haut,Upward short-wave flux,,,real,W/m²,,,,,,,
HX,,,current,,,,Radical peroxyle libre (HYDRO),Peroxyl free radical (HYDRO),,,real,ppb,,,,,,,
HY,,,current,,,,Descripteur - Coordonnées verticale hybride GEM,Descriptor - GEM hybrid vertical coordinate,,,real,nil,,,,,,,
"OrderedDict([('@ip1', '1199'), ('#text', 'I0')])",,,current,,,,Température de la surface et du sol (Superficielle),Surface and soil temperatures (Superficial),,,real,K,,,,,,,
"OrderedDict([('@ip1', '1198'), ('#text', 'I0')])",,,current,,,,Température de la surface et du sol (Profonde/Moyenne),Surface and soil temperatures (Deep/Mean),,,real,K,,,,,,,
"OrderedDict([('@ip1', '1199'), ('#text', 'I1')])",,,current,,,,Contenu volumétrique du sol en eau (Superficielle),Soil volumetric water content (Superficial),,,real,m³/m³,,,,,,,
"OrderedDict([('@ip1', '1198'), ('#text', 'I1')])",,,current,,,,Contenu volumétrique du sol en eau (Profonde/Moyenne),Soil volumetric water content (Deep/Mean),,,real,m³/m³,,,,,,,
I2,,,current,,,,Contenu volumétrique du sol en glace,Soil volumetric ice content,,,real,m³/m³,,,,,,,
I3,,,current,,,,Eau retenue par la végétation,Water retained on the vegetation,,,real,kg/m²,,,,,,,
I4,,,current,,,,Eau dans la neige au sol,Water in the snow pack,,,real,kg/m²,,,,,,,
I5,,,current,,,,Equivalent en eau de la neige (SWE) de la couche de neige,Snow Water Equivalent (SWE) of the snow pack,Profondeur de l'eau qui serait théoriquement résulter si toute la couche de neige instantanement fondue,Depth of water that would theoretically result if the whole snow pack instantaneously melted,real,kg/m²,,,,,,,
I6,,,current,,,,Albédo de la neige,Albedo of snow,,,real,fraction,,0.0,1.0,,,,
I7,59868832,,current,,,,Température de la glace de mer (Superficielle),Sea-ice temperature (Superficial),,,real,K,,,,,,,
I7,59968832,,current,,,,Température de la glace de mer (Intermédiaire),Sea-ice temperature (Intermediate),,,real,K,,,,,,,
I7,60068832,,current,,,,Température de la glace de mer (Profonde),Sea-ice temperature (Deep),,,real,K,,,,,,,
I8,,,current,,,,Épaisseur de la glace de mer,Sea-ice thickness,,,real,m,,,,,,,
I9,1199,,current,,,,Température de la glace de glacier (Superficielle),Glacier temperature (Superficial),,,real,K,,,,,,,
"OrderedDict([('@ip1', '1198'), ('#text', 'I9')])",,,current,,,,Température de la glace de glacier (Profonde/Moyenne),Glacier temperature (Deep/Mean),,,real,K,,,,,,,
IA,,,current,,,,Ion ammonium en solution (NH4+),Ammonium ion in solution (NH4+),,,real,ppb,,,,,,,
IB,,,current,,,,Eau nuageuse intégrée (Phase surfondue),Integrated Supercooled Liquid water,,,real,kg/m²,,,,,,,
IC,,,current,,,,Intégrale verticale de l'eau,Vertical Integral of liquid water,,,real,kg/m²,,,,,,,
ICR,,,current,,,,Trajectoire totale de l'eau liquide pour la radiation,Total liquid water path for radiation,,,real,kg/m²,,,,,,,
IIR,,,current,,,,Trajectoire totale de la glace pour la radiation,Total ice water path for radiation,,,real,kg/m²,,,,,,,
ID,,,incomplete,,,,Température Infrarouge,Infrared temperature,,,code,,,,,,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",,"['---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---', '---']"
IE,,,current,,,,Eau nuageuse intégrée (Phase liquide et solide),Vertical Integrate of total condensate,,,real,kg/m²,,,,,,,
IH,,,current,,,,Intégrale verticale de la vapeur d'eau,Water vapor vertical integration,,,real,kg/m²,,,,,,,
II,,,current,,,,Ion ferrique en solution (FE+++),Ferric Ion in Solution (FE+++),,,real,ppb,,,,,,,
IL,,,obsolete,,,2020-02-15,Indice Lifted Index maximum aux bas niveaux,Maximum Lifted Index at low levels,,,real,K,,,,,,,
IM,,,current,,,,Ion manganèse en solution (MN++),Manganese Ion in Solution (MN++),,,real,ppb,,,,,,,
IN,,,current,,,,Ion nitrate en solution (NO3--),Nitrate Ion in Solution (NO3--),,,real,ppb,,,,,,,
IO,,,current,,,,Inverse de la longueur de Monin-Obukhov,Inverse Monin-Obukhov Length,,,real,m⁻¹,,,,,,,
IP,,,current,,,,Peroxide d'hydrogène en solution (H2O2),Hydrogen Peroxide in Solution (H2O2),,,real,ppb,,,,,,,
IR,,,current,,,,Aérosol ferriques (FE+++),Ferric Aerosols (FE+++),,,real,ppb,,,,,,,
IS,,,current,,,,Ion sulphate en solution (SO4--),Sulphate ion in Solution (SO4--),,,real,ppb,,,,,,,
IV,,,current,,,,Radiation entrante au sommet de l'atmosphère,Incoming solar radiation at top of atmosphere,,,real,W/m²,,,,,,,
IW,,,current,,,,Chemin optique de l'eau (selon sundqvist),Water optical path (according to Sundqvist),,,real,kg/m²,,,,,,,
IY,,,current,,,,Integrale du vapeur d'eau en altitude (700hPa),Integral of upper troposphere (700hPa) water vapour,,,real,m,,,,,,,
IZ,,,current,,,,Radiance de vapeur d'eau,Water vapor radiance,,,real,nil,,,,,,,
J1,,,current,,,,Pourcentage de sable dans le sol,Percentage of sand in soil,,,real,%,,,,0.01,,,
J2,,,current,,,,Pourcentage d'argile dans le sol,Percentage of clay in soil,,,real,%,,,,0.01,,,
J4,,,current,,,,Index de couverture de foliage,Leaf area index,,,real,m²/m²,,,,,,,
J5,,,current,,,,Contenu volumétrique du sol en eau à la capacité du champ,Soil volumetric water content at field capacity,,,real,m³/m³,,,,,,,
J6,,,current,,,,Contenu volumétrique du sol en eau à la saturation,Soil volumetric water content at saturation,,,real,m³/m³,,,,,,,
J7,,,current,,,,Contenu volumétrique du sol en eau au point de flétrissement,Soil volumetric water content at wilting point,,,real,m³/m³,,,,,,,
J8,1199,,current,,,,Moyenne aréolaire de la température de surface (Sol),Area-averaged surface temperature (Soil),,,real,K,,,,,,,
J8,1198,,current,,,,Moyenne aréolaire de la température de surface (Glacier),Area-averaged surface temperature (Glacier),,,real,K,,,,,,,
J8,1197,,current,,,,Moyenne aréolaire de la température de surface (Eau),Area-averaged surface temperature (Water),,,real,K,,,,,,,
J8,1196,,current,,,,Moyenne aréolaire de la température de surface (Glace Marine),Area-averaged surface temperature (Sea Ice),,,real,K,,,,,,,
J8,1195,,current,,,,Moyenne aréolaire de la température de surface (Aggrégée),Area-averaged surface temperature (Aggregated),,,real,K,,,,,,,
J9,,,current,,,,Moyenne aréolaire de l'humidité à la surface,Area-averaged surface humidity,"Ceci n'est pas l'humidité spécifique au niveau abri, c'est l'humidité directement au dessus de la surface du modèle. Les types de surfaces considerés sont : sol, glace marine, eau, glaciers et, possiblement, zone urbaines.","This is not the diagnostic level humidity, it is really right above the surface of the model. The types of surfaces being considered are: soil, glaciers, sea-ice, water, and possibly urban areas.",real,kg/kg,,,,,,,
K0,,,current,,,,Température radiative de surface,Radiative Surface temperature,,,real,K,,,,,,,
K1,,,current,,,,Fraction de la végétation,vegetation fraction,,,real,fraction,,0.0,1.0,,,,
K4,,,current,CMDN,,2004-05-18,Hauteur des sommets de nuages convectifs,Height of convective cloud top,,,real,m,,,,,,,
K6,,,current,CMDN,,2004-05-18,Vitesse verticale maximale dans le nuage convectif,Maximum updraft vertical velocity in convective cloud,,,real,m/s,,,,,,,
K7,,,current,,,,Fraction de glace nuageuse/courants ascendants convectifs,Cloud ice mixing fraction in convective updrafts,Remarque : Variable introduite en asssociation au schème de               convection profonde de Kain-Fritsch,,real,kg/kg,,0.0,,,,,
K8,,,current,,,,Fraction d'eau nuageuse/courants ascendants convectifs,Cloud water mixing fraction in convective updrafts,Remarque : Variable introduite en asssociation au schème de               convection profonde de Kain-Fritsch,,real,kg/kg,,0.0,,,,,
KC,,,current,,,,Indice du 1er niveau de la couche limite,Index of the 1st level of the boundary layer,,,real,nil,,,,,,,
KF,,,deprecated,,,,Taux de précipitation du schéma Kain-Fritsch,Kain-Fritsch scheme precipitation rate,Taux de précipitation du schéma de convection profonde Kain-Fritsch.,Precipitation rate from the Kain-Fritsch deep convection scheme.,real,m/s,,,,,,,
KH,,,current,,,,Diffusivité (chaleur et humidité),Diffusivity (heat and humidity),,,real,m²/s,,,,,,,
KI,,,current,SPOOKI,,2013-05-24,Indice Georges-K,Georges-K index,Indice du potentiel d'orages George-K,Thunderstorm potential index George K,real,°C,,-50.0,100.0,,,,
KM,,,current,,,,Diffusivité (vent),Diffusivity (Wind),,,real,m²/s,,,,,,,
KS,,,current,,,,Diffusivité thermique du sol,Soil thermal diffusivity,,,real,m²/s,,,,,,,
KT,,,current,,,,Coefficient de diffusion verticale pour la chaleur,Vertical diffusion coefficient for heat,,,real,m²/s,,,,,,,
KZW,,,current,,,,Coefficient de diffusion vertical pour l'eau,Vertical diffusion coefficient for water,,,real,m²/s,,,,,,,
L0,,,current,,,,Niveau de congélation,Freezing Level,,,real,ft,,,,100.0,,,
L1,,,current,,,,Réflectivité composite radar (couche 1),Radar composite reflectivity (layer 1),,,real,dBZ,,,,,,,
L2,,,current,,,,Réflectivité composite radar (couche 2),Radar composite reflectivity (layer 2),,,real,dBZ,,,,,,,
L3,,,current,,,,Réflectivité composite radar (couche 3),Radar composite reflectivity (layer 3),,,real,dBZ,,,,,,,
L7,,,current,,,,Int. vert./frctn liq. nuageuse/courants ascendants cnvctfs,Vertical integral/liquid mixing fraction/cnvctv updrafts,Remarque : Variable introduite en asssociation au schème de               convection profonde de Kain-Fritsch,,real,kg/kg,,0.0,,,,,
L8,,,current,,,,Int. vert/frctn de glace nuageuse/courants ascendants cnvctf,Vertical integral/cloud ice mixing fraction/cnvctv updrafts,Remarque : Variable introduite en asssociation au schème de               convection profonde de Kain-Fritsch,,real,kg/kg,,0.0,,,,,
LA,,,current,,,,Latitude géographique,Geographical latitude,,,real,deg,,-90.0,90.0,,,,
LAI,,,current,,,,Indice de couverture de foliage (BEIS3),Leaf area index (BEIS3),,,real,nil,,,,,,,
LC,,,current,,,,Ion carbonate en solution (CO3),Carbonate ion in Solution (CO3),,,real,ppb,,,,,,,
LD,,,current,,,,Indice de turbulence maximum,Maximum turbulence index,,,real,s⁻²,,,,0.0001,,,
LG,,,current,,,,Fraction de glace marine continue,Continuous sea ice fraction,,,real,fraction,,0.0,1.0,,,,
LH,,,current,,,,Hauteur de lancement (ondes de gravité),Launching height (gravity waves),"Hauteur des montagnes qui excitent les ondes de gravité orographiques dans les schémas de ""gravity-wave drag"" et ""orographic blocking""","Height of mountains that excite orographic gravity waves in the ""gravity-wave drag"" and ""orographic blocking"" schemes",real,m,,,,,,,
LI,,,current,,,,Indice de soulèvement à la surface,Surface lifted index,,,real,K,,,,,,,
LO,,,current,,,,Longitude géographique,Geographical longitude,,,real,deg,,-180.0,180.0,,,,
LQ,,,current,,,,Logarithme naturel de l'humidité spécifique,Natural logarithm of specific humidity,,,real,kg/kg,,,,,,,
LS,,,current,,,,Dioxyde de soufre en solution (SO2),Sulphur dioxide in solution (SO2),,,real,ppb,,,,,,,
LT,,,current,,,,Base de la couche de turbulence en haute altitude,Base layer of high altitude turbulence,,,real,ft,,,,1000.0,,,
LTG,,,current,,,,Foudre,Lightning,,,real,no units,,,,,,,
LZ,,,current,,,,Ozone en solution (O3),Ozone in Solution (O3),,,real,ppb,,,,,,,
M3,,,current,,,,Densité de l'air,Air density,,,real,kg/m³,,,,,,,
M4,,,obsolete,,,2018-05-15,Cosinus de l'angle solaire,Cosine of the solar angle,Cette variable est obsolete. Veuillez utiliser la variable CX.,This variable is obsolete. Please use the variable CX instead.,real,nil,,-1.0,1.0,,,,
M9,,,current,,,,Hauteur d'eau de ruissellement,Height of water lying on surface,,,real,m,,,,,,,
MA,,,current,,,,Aérosols de manganèse (mn++),Manganese aerosols (mn++),,,real,ppb,,,,,,,
MC,,,current,,,,Montagnes (193x97) (ECMWF),Mountains (193x97) (ECMWF),,,real,m,,,,,,,
ME,,,current,,,,Orographie du modèle,Model orography,"ME est proprement l'orographie (élévation de surface) que le modèle utilise pour ses calculs. C'est le champ de surface sur lequel est construit la coordonnée verticale qui suit le terrain. ME peut être le résultat des manipulations internes, et il peut varier au cours de l'exécution d'un modèle.","ME is the actual orography (surface elevation) that the model uses for its computations. It is the surface field onto which the terrain following vertical coordinate is built. ME can be the result of internal manipulations, and it may vary during a model run.",real,m,,,,,,,
MF,,,current,,,,Orographie filtrée,Filtered orography,,,real,m,,,,,,,
MG,,,current,,,,Masque eau/terre,Water/land mask,,,real,fraction,,0.0,1.0,,,,
MH,,,current,,,,Masque terre/eau,Land/water mask,,,real,fraction,,0.0,1.0,,,,
MI,,,current,,,,Ion magnésium en solution (MG++),Magnesium ion in solution (MG++),,,real,ppb,,,,,,,
ML,,,current,,,,Masque terre/eau douce/eau salée,Mask for land/fresh water/sea water,,,code,,,,,,"['0.', '1.', '2.']",,"['terre', 'eau douce', 'eau salée']"
MLI,,,current,SPOOKI,,2013-05-24,Indice de soulèvement de la parcelle moyenne,Lifted index of the mean layer parcel,Indice de soulèvement de la parcelle représentant la moyenne d'une couche,Lifted index of the mean layer parcel,real,°C,,-20.0,20.0,,,,
MLZ,,,current,SPOOKI,,2013-05-24,Hauteur de la parcelle moyenne,Mean layer parcel height,Hauteur d'une parcelle représentant la moyenne d'une couche,Height above the ground of the mean layer parcel,real,m agl,,0.0,20000.0,,,,
MLHR,,,current,SPOOKI,,2013-05-24,Humidité relative de la parcelle moyenne,Mean layer parcel relative humidity,Humidité relative d'une parcelle représentant la moyenne d'une couche,Relative humidity of the mean layer parcel,real,%,,0.0,100.0,,,,
MLTD,,,current,SPOOKI,,2013-05-24,Température du point de rosée de la parcelle moyenne,Mean layer parcel dew point temperature,Température du point de rosée d'une parcelle représentant la moyenne d'une couche,Dew point temperature of the mean layer parcel,real,°C,,-100.0,100.0,,,,
MLTT,,,current,SPOOKI,,2013-05-24,Température de la parcelle moyenne,Mean layer parcel temperature,Température d'une parcelle représentant la moyenne d'une couche,Temperature of the mean layer parcel,real,°C,,-100.0,100.0,,,,
MLPX,,,current,SPOOKI,,2013-05-24,Pression de la parcelle moyenne,Mean layer parcel pressure,Pression d'une parcelle représentant la moyenne d'une couche,Pressure of the mean layer parcel,real,hPa,,10.0,1100.0,,,,
MM,,,current,,,,Aérosols de magnésium (MG++),Magnesium aerosols (MG++),,,real,ppb,,,,,,,
MN,,,current,,,,Montagne (NCAR),Mountain (NCAR),,,real,m,,,,,,,
MO,,,current,,,,Montagne (OREGON),Mountain (OREGON),,,real,m,,,,,,,
